run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_name	library_layout	library_selection	fastq_md5	fastq_ftp	submitted_ftp	sample_alias	sample_title
SRR121539	SAMN00217070	SRX046654	PRJNA63467	7227	Drosophila melanogaster	GSM685610: SuHw-s1..s7	SINGLE	ChIP	2c1703021d949f18e00c8cf4b1ad18c4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/SRR121539/SRR121539.fastq.gz		GSM685610	SuHw-s1..s7
SRR121541	SAMN00217073	SRX046655	PRJNA63467	7227	Drosophila melanogaster	GSM685613: gDNA-s1..s5	SINGLE	ChIP	e22f925319f1aee96d9a1d7127c5f3f4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/SRR121541/SRR121541.fastq.gz		GSM685613	gDNA-s1..s5
SRR121544	SAMN00217073	SRX046655	PRJNA63467	7227	Drosophila melanogaster	GSM685613: gDNA-s1..s5	SINGLE	ChIP	5cc074d5c6757e6a3d1b4c3dda4a8251	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/SRR121544/SRR121544.fastq.gz		GSM685613	gDNA-s1..s5
SRR121518	SAMN00217064	SRX046652	PRJNA63467	7227	Drosophila melanogaster	GSM685604: Input-s1..s7	SINGLE	ChIP	ad82bb9cbbb40a9d1701b97c3b420627	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/SRR121518/SRR121518.fastq.gz		GSM685604	Input-s1..s7
SRR121540	SAMN00217071	SRX046658	PRJNA63467	7227	Drosophila melanogaster	GSM685611: SuHw-p1a	PAIRED	ChIP	38adf02502795d39fca41c4fa9cd9816;58b74a2db2ae6e1c0f89bebaae733292	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/SRR121540/SRR121540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/SRR121540/SRR121540_2.fastq.gz		GSM685611	SuHw-p1a..p1b
SRR121543	SAMN00217073	SRX046655	PRJNA63467	7227	Drosophila melanogaster	GSM685613: gDNA-s1..s5	SINGLE	ChIP	48e1367ca9aebc10859749d0621a1738	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/SRR121543/SRR121543.fastq.gz		GSM685613	gDNA-s1..s5
SRR1164444	SAMN02315541	SRX467020	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	ab4feee90d1bcd6473a8a4d55002cb74	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/004/SRR1164444/SRR1164444.fastq.gz		GSM1206855	gro_WPP_ChIP-seq_Input_Rep2
SRR1164446	SAMN02315546	SRX467022	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	14858453ffb21d259ca38e66695c5fb4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1164446/SRR1164446.fastq.gz		GSM1206857	gro_WPP_ChIP-seq_ChIP_Rep2
SRR1164447	SAMN02315544	SRX467023	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	bd45b256b9da098101775a762f22b16d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/007/SRR1164447/SRR1164447.fastq.gz		GSM1206858	H_0-8h_embryonic_ChIP-seq_Input_Rep1
SRR1164453	SAMN02315552	SRX467029	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	034fa64ab2bd99831c7a30fffe6c6f6e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/003/SRR1164453/SRR1164453.fastq.gz		GSM1206864	lola-PJ-GFP_0-12h_embryo_ChIP-seq_ChIP_Rep1
SRR1164460	SAMN02315558	SRX467036	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	8c3000322bd152cf7326085d610c6b1d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/000/SRR1164460/SRR1164460.fastq.gz		GSM1206871	dMyc_W3L_ChIP-seq_Input_Rep2
SRR1164462	SAMN02315557	SRX467038	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	84429d70562e7c23aef6818f4728179c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/002/SRR1164462/SRR1164462.fastq.gz		GSM1206873	dMyc_W3L_ChIP-seq_ChIP_Rep2
SRR1164463	SAMN02315561	SRX467039	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	74d3057a53b08e3f4dfea44b5e55f2c0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/003/SRR1164463/SRR1164463.fastq.gz		GSM1206874	Stat92E-GFP_12-24h_embryonic_ChIP-seq_Input_Rep1
SRR1164465	SAMN02315563	SRX467041	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	a193ee094e5b6d88d93dda56a0184474	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1164465/SRR1164465.fastq.gz		GSM1206876	Stat92E-GFP_12-24h_embryonic_ChIP-seq_ChIP_Rep1
SRR1164466	SAMN02315566	SRX467042	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	aeabad9671d434f007deee208daa5a63	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1164466/SRR1164466.fastq.gz		GSM1206877	Stat92E-GFP_12-24h_embryonic_ChIP-seq_ChIP_Rep2
SRR1164468	SAMN02315562	SRX467044	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	a87eef843c0ba60794baa7c975a6c58b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/008/SRR1164468/SRR1164468.fastq.gz		GSM1206879	Su(H)_0-8_embryonic_ChIP-seq_Input_Rep2
SRR1164469	SAMN02315565	SRX467045	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	5aec4eb6976eaeed410d0f54a34be503	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/009/SRR1164469/SRR1164469.fastq.gz		GSM1206880	Su(H)_0-8_embryonic_ChIP-seq_Input_Rep3
SRR1164470	SAMN02315574	SRX467046	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	cd78578e912049015a656f4e30b0f693	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/000/SRR1164470/SRR1164470.fastq.gz		GSM1206881	Su(H)_0-8_embryonic_ChIP-seq_ChIP_Rep1
SRR1164475	SAMN02315571	SRX467051	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	6a281a97e7de32e7dd54b328ac6368e7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1164475/SRR1164475.fastq.gz		GSM1206886	dTBP_0-8h_embryonic_ChIP-seq_ChIP_Rep1
SRR1164477	SAMN02315570	SRX467053	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	8602ea637bc4de698f9f8bbc6249f201	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/007/SRR1164477/SRR1164477.fastq.gz		GSM1206888	TCF_nonISO1_0-8_embryonic_ChIP-seq_Input_Rep1
SRR1164485	SAMN02315584	SRX467061	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	f835e5e316c5cf4b616e93677404a740	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1164485/SRR1164485.fastq.gz		GSM1206896	TCF_W3L_ChIP-seq_ChIP_Rep2
SRR1164489	SAMN02315590	SRX467065	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	35e48c8a2bed60f94fa49a08b461c5b7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/009/SRR1164489/SRR1164489.fastq.gz		GSM1206900	TCF_WPP_ChIP-seq_Input_Rep3
SRR1164490	SAMN02315582	SRX467066	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	f19e3c3d6f8b65f25bbf6b08dad5e2c8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/000/SRR1164490/SRR1164490.fastq.gz		GSM1206901	TCF_WPP_ChIP-seq_ChIP_Rep1
SRR1164491	SAMN02315580	SRX467067	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	3b7bbe5b53d5fbd715ea6182259b1492	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/001/SRR1164491/SRR1164491.fastq.gz		GSM1206902	TCF_WPP_ChIP-seq_ChIP_Rep2
SRR1164524	SAMN02390116	SRX467100	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	bfff6f1f50e373efb917dd09efe10bd5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/004/SRR1164524/SRR1164524.fastq.gz		GSM1256858	JMJD2A-KDM4A Q2541 3rd Instar Larvae D.melanogaster Input Rep2
SRR1164525	SAMN02390142	SRX467101	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	3d8032a197f662eb12599ebbed9bcd23	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR1164525/SRR1164525.fastq.gz		GSM1256859	JMJD2A-KDM4A Q2541 3rd Instar Larvae D.melanogaster ChIP Rep1
SRR1164526	SAMN02390130	SRX467102	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	6b6ccf6453fd1d66f4f07acda69bb716	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/006/SRR1164526/SRR1164526.fastq.gz		GSM1256860	JMJD2A-KDM4A Q2541 3rd Instar Larvae D.melanogaster ChIP Rep2
SRR1164532	SAMN02390131	SRX467108	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	caacf660f27c327a7aad88242396e649	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/002/SRR1164532/SRR1164532.fastq.gz		GSM1256866	Smc3 Q2580 3rd Instar Larvae D.melanogaster Input Rep2
SRR1164534	SAMN02390134	SRX467110	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	cff4369758470553a8929faea7ca925a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/004/SRR1164534/SRR1164534.fastq.gz		GSM1256868	Smc3 Q2580 3rd Instar Larvae D.melanogaster ChIP Rep2
SRR1164542	SAMN02390127	SRX467118	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	62a8b9abc9b5a00fd550e989b067a101	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/002/SRR1164542/SRR1164542.fastq.gz		GSM1256876	H2AV 9751 S2-DRSC GFP RNAi D.melanogaster ChIP Rep2
SRR1164543	SAMN02390133	SRX467119	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	6a7e94a4b4c55da7ed8a368fa0f08f5b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/003/SRR1164543/SRR1164543.fastq.gz		GSM1256877	H3K36me2 W ML-DmBG3-c2 D.melanogaster Input Rep1
SRR1198671	SAMN02336918	SRX495166	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	e64e9967ff0feeed0b9e4c54706424bf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/001/SRR1198671/SRR1198671.fastq.gz		GSM1217546	Su(H)_8-16h_embryo_ChIP-seq_Input_Rep2
SRR1198672	SAMN02336907	SRX495167	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	d81908fc03c9ff25e198df40b7cd44ed	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/002/SRR1198672/SRR1198672.fastq.gz		GSM1217547	Su(H)_8-16h_embryo_ChIP-seq_ChIP_Rep1
SRR1198673	SAMN02336919	SRX495168	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	f726ecb76fcc245847c9cbc1634b64ee	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/003/SRR1198673/SRR1198673.fastq.gz		GSM1217548	Su(H)_8-16h_embryo_ChIP-seq_ChIP_Rep2
SRR1198678	SAMN02336896	SRX495173	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	6e7cdaf8d26244c01ae651b72ceb27a4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/008/SRR1198678/SRR1198678.fastq.gz		GSM1217553	scute_0-8h_embryo_ChIP-seq_Input_Rep1
SRR1198679	SAMN02336922	SRX495174	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	aa64471faa3b16d82bc72ac72823d055	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/009/SRR1198679/SRR1198679.fastq.gz		GSM1217554	scute_0-8h_embryo_ChIP-seq_Input_Rep2
SRR1198682	SAMN02336890	SRX495177	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	e141c8a4413944c98a0b98b5902c2238	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/002/SRR1198682/SRR1198682.fastq.gz		GSM1217565	broad_0-8h_embryo_ChIP-seq_Input_Rep1
SRR1198684	SAMN02336897	SRX495179	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	9ff31acd07e9821af1cee144001dc458	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/004/SRR1198684/SRR1198684.fastq.gz		GSM1217567	broad_0-8h_embryo_ChIP-seq_ChIP_Rep1
SRR1198689	SAMN02336892	SRX495184	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	9e6c716610c332e56e99158c3fe65f25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/009/SRR1198689/SRR1198689.fastq.gz		GSM1217572	CG16778_0-8h_embryo_ChIP-seq_ChIP_Rep2
SRR1198694	SAMN02336869	SRX495189	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	d97a882f427860adbdf497ee1d94f6ec	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/004/SRR1198694/SRR1198694.fastq.gz		GSM1217577	CNC_16-24-seq_Input_Rep1
SRR1198697	SAMN02336868	SRX495192	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	9c4a7f365437f1bb4d1251f8380858ec	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/007/SRR1198697/SRR1198697.fastq.gz		GSM1217580	CNC_16-24-seq_ChIP_Rep2
SRR1198698	SAMN02336872	SRX495193	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	791d397306b01f281f039976b99a8a39	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/008/SRR1198698/SRR1198698.fastq.gz		GSM1217581	CNC_AdultFemale-seq_Input_Rep1
SRR1198700	SAMN02336867	SRX495195	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	c335e038bd0a09e849ce593605a67f9e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/000/SRR1198700/SRR1198700.fastq.gz		GSM1217583	CNC_AdultFemale-seq_ChIP_Rep1
SRR1198701	SAMN02336860	SRX495196	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	868505e73be9f3d42f39894661960580	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/001/SRR1198701/SRR1198701.fastq.gz		GSM1217584	CNC_AdultFemale-seq_ChIP_Rep2
SRR1198702	SAMN02336853	SRX495197	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	4123905b10672aeacef8b4008802c401	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/002/SRR1198702/SRR1198702.fastq.gz		GSM1217585	Fru_0-8-seq_Input_Rep1
SRR1198704	SAMN02336859	SRX495199	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	0a940f135ec4f222e79d9a71a0b23cda	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/004/SRR1198704/SRR1198704.fastq.gz		GSM1217587	Fru_0-8-seq_ChIP_Rep1
SRR1198708	SAMN02336841	SRX495203	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	8ded51927654e8e9c178a7bbff715b89	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/008/SRR1198708/SRR1198708.fastq.gz		GSM1217591	mod(mdg4)_W3L-seq_ChIP_Rep1
SRR1198709	SAMN02336862	SRX495204	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	30b510a539fb51257ccc5c7ed035d171	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/009/SRR1198709/SRR1198709.fastq.gz		GSM1217592	mod(mdg4)_W3L-seq_ChIP_Rep2
SRR1198710	SAMN02336850	SRX495205	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	514cc5186863de5adb2bca014e5590c5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/000/SRR1198710/SRR1198710.fastq.gz		GSM1217593	Prd-RF12_0-12-seq_Input_Rep1
SRR1198712	SAMN02336856	SRX495207	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	c28f47c7eefee52809f8b05573158a2d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/002/SRR1198712/SRR1198712.fastq.gz		GSM1217595	Prd-RF12_0-12-seq_ChIP_Rep1
SRR1198715	SAMN02336848	SRX495210	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	9e3ecc927f02c6d11f81cc4faa865135	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/005/SRR1198715/SRR1198715.fastq.gz		GSM1217598	Prd-RF13_0-12-seq_Input_Rep2
SRR1198719	SAMN02336842	SRX495214	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	b338c5a2f380bd29125bf94c80196052	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/009/SRR1198719/SRR1198719.fastq.gz		GSM1217602	psq_WPP-seq_Input_Rep2
SRR1198722	SAMN02336844	SRX495217	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	18100a1db9550c6d36d399097e310f57	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/002/SRR1198722/SRR1198722.fastq.gz		GSM1217605	sc_0-12-seq_Input_Rep1
SRR1198723	SAMN02336950	SRX495218	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	e4415c66d407c40bbf261c2653847058	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/003/SRR1198723/SRR1198723.fastq.gz		GSM1217606	sc_0-12-seq_Input_Rep2
SRR1198726	SAMN02336949	SRX495221	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	c47cf5aa89c2fa2d028d4a0b03609893	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/006/SRR1198726/SRR1198726.fastq.gz		GSM1217609	Sin3A_Kc-seq_Input_Rep1
SRR1198732	SAMN02336947	SRX495227	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	9cf2bab4bd2f074c37b4c76b09f262fe	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/002/SRR1198732/SRR1198732.fastq.gz		GSM1217615	Stat92E_WPP-seq_ChIP_Rep1
SRR1198739	SAMN02336928	SRX495234	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	515ceadd3f41d98bd05d3f30547a04ec	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/009/SRR1198739/SRR1198739.fastq.gz		GSM1217622	Su(Hw)_WPP-seq_Input_Rep2
SRR1198740	SAMN02336911	SRX495235	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	1e545c0611efd43e0e5d8cd1bfcf947e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/000/SRR1198740/SRR1198740.fastq.gz		GSM1217623	Su(Hw)_WPP-seq_ChIP_Rep1
SRR1198742	SAMN02336927	SRX495237	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	20208f91be3ee6f05d7e391d819fb6a2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/002/SRR1198742/SRR1198742.fastq.gz		GSM1217625	TCF_16-24-seq_Input_Rep1
SRR1198743	SAMN02336909	SRX495238	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	7f1f5db2758deb71fe4aac4d03ca35ba	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/003/SRR1198743/SRR1198743.fastq.gz		GSM1217626	TCF_16-24-seq_Input_Rep2
SRR1198744	SAMN02336931	SRX495239	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	35147271d1ab382013444cfecf3b5239	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/004/SRR1198744/SRR1198744.fastq.gz		GSM1217627	TCF_16-24-seq_ChIP_Rep1
SRR1198745	SAMN02336923	SRX495240	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	8e984e992f4bea47e6f6948dd0e44a8f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/005/SRR1198745/SRR1198745.fastq.gz		GSM1217628	TCF_16-24-seq_ChIP_Rep2
SRR1198751	SAMN02336835	SRX495246	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	31411bc0690df2031132c94e35e5a09c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/001/SRR1198751/SRR1198751.fastq.gz		GSM1217634	USP-GFP_WPP+12-seq_Input_Rep2
SRR1198752	SAMN02336837	SRX495247	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	bbe0e0eac160fa8a4cba1d011b2564d7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/002/SRR1198752/SRR1198752.fastq.gz		GSM1217635	USP-GFP_WPP+12-seq_Input_Rep3
SRR1198753	SAMN02336824	SRX495248	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	2b3a2f99f222827d93f07b2b0b0ba6d2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/003/SRR1198753/SRR1198753.fastq.gz		GSM1217636	USP-GFP_WPP+12-seq_ChIP_Rep1
SRR1198755	SAMN02336817	SRX495250	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	efd97c2f276f2fecb1ebaafa7c91d362	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/005/SRR1198755/SRR1198755.fastq.gz		GSM1217638	USP-GFP_WPP+12-seq_ChIP_Rep3
SRR1198756	SAMN02336823	SRX495251	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	a7127f6d0a506c0337a3fa65a6ab1f0d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/006/SRR1198756/SRR1198756.fastq.gz		GSM1217639	USP-GFP_0-12-seq_Input_Rep1
SRR1198759	SAMN02336827	SRX495254	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	171e401b1802e5174e6567eaf44d936c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/009/SRR1198759/SRR1198759.fastq.gz		GSM1217642	USP-GFP_0-12-seq_ChIP_Rep2
SRR1198764	SAMN02336829	SRX495259	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	ed8fb6f168c0dfffd61bfc4516f4826a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/004/SRR1198764/SRR1198764.fastq.gz		GSM1217647	Abd-B-GFP_vMock_W3L_ChIP-seq_Input_Rep1
SRR1198767	SAMN02336953	SRX495262	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	a39b18ff2fc14bd746a566eabc15bc19	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/007/SRR1198767/SRR1198767.fastq.gz		GSM1217650	Abd-B-GFP_vMock_W3L_ChIP-seq_ChIP_Rep2
SRR1198768	SAMN02336942	SRX495263	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	d2bb4ceb436dd5e8b51bf86fb099ca90	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/008/SRR1198768/SRR1198768.fastq.gz		GSM1217651	Abd-B-GFP_W3L_ChIP-seq_Input_Rep1
SRR1198773	SAMN02336945	SRX495268	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	18c78a2a9879ff540ddf85d20531a4b4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/003/SRR1198773/SRR1198773.fastq.gz		GSM1217656	CG8478_S2_cells_ChIP-seq_Input_Rep2
SRR1198774	SAMN02336940	SRX495269	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	4e1a256440271d82f21965c3f934e340	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/004/SRR1198774/SRR1198774.fastq.gz		GSM1217657	CG8478_S2_cells_ChIP-seq_ChIP_Rep1
SRR1198777	SAMN02336935	SRX495272	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	c010de94e034cf38ffb6f7ea288a482c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/007/SRR1198777/SRR1198777.fastq.gz		GSM1217660	cmi_0-8h_embryonic_ChIP-seq_Input_Rep2
SRR1198778	SAMN02336951	SRX495273	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	3cce8db48e8f6b7566d13c1e9088a963	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/008/SRR1198778/SRR1198778.fastq.gz		GSM1217661	cmi_0-8h_embryonic_ChIP-seq_ChIP_Rep1
SRR1198780	SAMN02336793	SRX495275	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	3d9ebc91711cd9581c2b0290a4f06c00	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/000/SRR1198780/SRR1198780.fastq.gz		GSM1217663	H3K4me1_S2_cells_ChIP-seq_Input_Rep1
SRR1198781	SAMN02336798	SRX495276	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	70429c58d60ad5c7a21b1c8862469da6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/001/SRR1198781/SRR1198781.fastq.gz		GSM1217664	H3K4me1_S2_cells_ChIP-seq_Input_Rep2
SRR1198787	SAMN02336803	SRX495282	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	e1d50d0a69648e870e957cd390919c8d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/007/SRR1198787/SRR1198787.fastq.gz		GSM1217670	H3K4me1_W3L_ChIP-seq_ChIP_Rep2
SRR1198788	SAMN02336804	SRX495283	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	6a8fd32febf436c6e0f3293df7090e59	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/008/SRR1198788/SRR1198788.fastq.gz		GSM1217671	H3K4me3_8-16h_embryonic_ChIP-seq_Input_Rep1
SRR1198789	SAMN02336808	SRX495284	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	73296e7ddede5e596df417ee10654de5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/009/SRR1198789/SRR1198789.fastq.gz		GSM1217672	H3K4me3_8-16h_embryonic_ChIP-seq_Input_Rep2
SRR1198790	SAMN02336812	SRX495285	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	9985652dc21a835370be678e28fdfb20	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/000/SRR1198790/SRR1198790.fastq.gz		GSM1217673	H3K4me3_8-16h_embryonic_ChIP-seq_ChIP_Rep1
SRR1198791	SAMN02336805	SRX495286	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	3a3076964cce2e896d5c5f276830d488	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/001/SRR1198791/SRR1198791.fastq.gz		GSM1217674	H3K4me3_8-16h_embryonic_ChIP-seq_ChIP_Rep2
SRR1198793	SAMN02336799	SRX495288	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	7eb364d69edfd4d3c7c07fff3d5c4f51	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/003/SRR1198793/SRR1198793.fastq.gz		GSM1217676	H3K4me3_S2_cells_ChIP-seq_Input_Rep2
SRR1198798	SAMN02336807	SRX495293	PRJNA63467	7227	Drosophila melanogaster		SINGLE	ChIP	aa6c9ac2b38f744198559f83bdc67495	ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/008/SRR1198798/SRR1198798.fastq.gz		GSM1217681	Hr78-GFP_8-16_embryonic_ChIP-seq_ChIP_Rep1
