sample_name,life_stage_age,simple_biosample_summary,target,input
usp_ENCSR711BGO_rep2,unknown 12 hours,strain usp-GFP VK00033 stably expressing C-terminal eGFP-tagged usp 12 hours post synchronization at white prepupa stage,usp,input_ENCSR328QIR_rep1
usp_ENCSR711BGO_rep3,unknown 12 hours,strain usp-GFP VK00033 stably expressing C-terminal eGFP-tagged usp 12 hours post synchronization at white prepupa stage,usp,input_ENCSR328QIR_rep1
CTCF_ENCSR711UTK_rep1,NA,strain Oregon-R,CTCF,input_ENCSR720LUX_rep1
CTCF_ENCSR711UTK_rep2,NA,strain Oregon-R,CTCF,input_ENCSR720LUX_rep1
insv_ENCSR713PDJ_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain insv-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster insv,insv,input_ENCSR114JYK_rep1
insv_ENCSR713PDJ_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain insv-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster insv,insv,input_ENCSR114JYK_rep1
insv_ENCSR713PDJ_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain insv-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster insv,insv,input_ENCSR114JYK_rep1
MBD-R2_ENCSR717UAO_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain MBD-R2-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster MBD-R2,MBD-R2,input_ENCSR390EKV_rep1
MBD-R2_ENCSR717UAO_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain MBD-R2-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster MBD-R2,MBD-R2,input_ENCSR390EKV_rep1
CG13894_ENCSR718USP_rep1,embryonic 2-24 hours,embryo (2-24 hours) strain CG13894 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG13894,CG13894,input_ENCSR849IRM_rep1
CG13894_ENCSR718USP_rep2,embryonic 2-24 hours,embryo (2-24 hours) strain CG13894 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG13894,CG13894,input_ENCSR849IRM_rep1
CG13894_ENCSR718USP_rep3,embryonic 2-24 hours,embryo (2-24 hours) strain CG13894 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG13894,CG13894,input_ENCSR849IRM_rep1
dpn_ENCSR722RUT_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain dpn-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster dpn,dpn,input_ENCSR278WHS_rep1
dpn_ENCSR722RUT_rep2,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain dpn-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster dpn,dpn,input_ENCSR278WHS_rep1
dpn_ENCSR722RUT_rep3,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain dpn-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster dpn,dpn,input_ENCSR278WHS_rep1
Su.var.205_ENCSR724EKO_rep1,embryonic 16-24 hours,embryo (16-24 hours) strain yellow cinnabar brown speck,Su(var)205,input_ENCSR118ZXA_rep1
Su.var.205_ENCSR724EKO_rep2,embryonic 16-24 hours,embryo (16-24 hours) strain yellow cinnabar brown speck,Su(var)205,input_ENCSR118ZXA_rep1
Trl_ENCSR724XTR_rep1,embryonic 16-24 hours,embryo (16-24 hours) strain yellow cinnabar brown speck,Trl,input_ENCSR148LYB_rep1
Trl_ENCSR724XTR_rep2,embryonic 16-24 hours,embryo (16-24 hours) strain yellow cinnabar brown speck,Trl,input_ENCSR148LYB_rep1
Awh_ENCSR728JEY_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain Awh-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Awh,Awh,input_ENCSR239HEQ_rep1
Awh_ENCSR728JEY_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain Awh-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Awh,Awh,input_ENCSR239HEQ_rep1
dati_ENCSR730OSA_rep1,embryonic 8-24 hours,embryo (8-24 hours) strain dati-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster dati,dati,input_ENCSR376YFF_rep1
dati_ENCSR730OSA_rep2,embryonic 8-24 hours,embryo (8-24 hours) strain dati-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster dati,dati,input_ENCSR376YFF_rep1
Sox102F_ENCSR731HHO_rep1,NA,mixed sex prepupa strain Sox102F-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sox102F  at white prepupa stage,Sox102F,input_ENCSR112EFN_rep1
Sox102F_ENCSR731HHO_rep4,NA,mixed sex prepupa strain Sox102F-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sox102F  at white prepupa stage,Sox102F,input_ENCSR112EFN_rep1
Su.H._ENCSR736AKA_rep1,NA,,Su(H),input_ENCSR062TDA_rep1
Su.H._ENCSR736AKA_rep2,NA,,Su(H),input_ENCSR062TDA_rep1
Su.H._ENCSR736AKA_rep3,NA,,Su(H),input_ENCSR062TDA_rep1
ftz-f1_ENCSR741KZZ_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain ftz-f1-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ftz-f1,ftz-f1,input_ENCSR576JSM_rep1
ftz-f1_ENCSR741KZZ_rep4,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain ftz-f1-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ftz-f1,ftz-f1,input_ENCSR576JSM_rep1
sens-2_ENCSR741PHI_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain sens-2-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster sens-2,sens-2,input_ENCSR311ZQW_rep1
sens-2_ENCSR741PHI_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain sens-2-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster sens-2,sens-2,input_ENCSR311ZQW_rep1
Sox14_ENCSR745UIJ_rep1,NA,mixed sex prepupa strain Sox14-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sox14  at white prepupa stage,Sox14,input_ENCSR398PIP_rep1
Sox14_ENCSR745UIJ_rep2,NA,mixed sex prepupa strain Sox14-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sox14  at white prepupa stage,Sox14,input_ENCSR398PIP_rep1
Sox14_ENCSR745UIJ_rep3,NA,mixed sex prepupa strain Sox14-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Sox14  at white prepupa stage,Sox14,input_ENCSR398PIP_rep1
CG32767_ENCSR745YZM_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG32767-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG32767,CG32767,input_ENCSR141ASX_rep1
CG32767_ENCSR745YZM_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain CG32767-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG32767,CG32767,input_ENCSR141ASX_rep1
tio_ENCSR748DHJ_rep1,embryonic 4-24 hours,mixed sex embryo (4-24 hours) strain tio-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster tio,tio,input_ENCSR508AYF_rep1
tio_ENCSR748DHJ_rep2,embryonic 4-24 hours,mixed sex embryo (4-24 hours) strain tio-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster tio,tio,input_ENCSR508AYF_rep1
psq_ENCSR748WWE_rep1,NA,mixed sex wandering third instar larva strain psq-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster psq,psq,input_ENCSR246AVX_rep1
psq_ENCSR748WWE_rep2,NA,mixed sex wandering third instar larva strain psq-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster psq,psq,input_ENCSR246AVX_rep1
psq_ENCSR748WWE_rep3,NA,mixed sex wandering third instar larva strain psq-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster psq,psq,input_ENCSR246AVX_rep1
slbo_ENCSR750SQL_rep1,embryonic 8-24 hours,embryo (8-24 hours) strain slbo-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster slbo,slbo,input_ENCSR778LRH_rep1
slbo_ENCSR750SQL_rep2,embryonic 8-24 hours,embryo (8-24 hours) strain slbo-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster slbo,slbo,input_ENCSR778LRH_rep1
CG6854_ENCSR755ZOR_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG6854-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CTPsyn,CG6854,input_ENCSR034KIV_rep1
CG6854_ENCSR755ZOR_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG6854-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CTPsyn,CG6854,input_ENCSR034KIV_rep1
CG6854_ENCSR755ZOR_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG6854-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CTPsyn,CG6854,input_ENCSR034KIV_rep1
CG11294_ENCSR756QLO_rep1,prepupa 1 day,prepupa (1 day) strain CG11294-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG11294,CG11294,input_ENCSR465AXK_rep1
CG11294_ENCSR756QLO_rep2,prepupa 1 day,prepupa (1 day) strain CG11294-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG11294,CG11294,input_ENCSR465AXK_rep2
HLHmdelta_ENCSR758FTK_rep1,embryonic 2-12 hours,mixed sex embryo (2-12 hours) strain E(spl)m-delta-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(spl)mdelta-HLH,HLHmδ,input_ENCSR378LQR_rep1
HLHmdelta_ENCSR758FTK_rep2,embryonic 2-12 hours,mixed sex embryo (2-12 hours) strain E(spl)m-delta-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(spl)mdelta-HLH,HLHmδ,input_ENCSR378LQR_rep1
su.Hw._ENCSR761TCG_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain SuHw-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster su(Hw),su(Hw),input_ENCSR564FZY_rep1
su.Hw._ENCSR761TCG_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain SuHw-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster su(Hw),su(Hw),input_ENCSR564FZY_rep1
su.Hw._ENCSR761TCG_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain SuHw-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster su(Hw),su(Hw),input_ENCSR564FZY_rep1
Ets21C_ENCSR763HRS_rep1,NA,mixed sex prepupa strain d.ets6-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Ets21C  at white prepupa stage,Ets21C,input_ENCSR596UEF_rep1
Ets21C_ENCSR763HRS_rep2,NA,mixed sex prepupa strain d.ets6-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Ets21C  at white prepupa stage,Ets21C,input_ENCSR596UEF_rep1
Ets21C_ENCSR763HRS_rep3,NA,mixed sex prepupa strain d.ets6-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Ets21C  at white prepupa stage,Ets21C,input_ENCSR596UEF_rep1
cg_ENCSR766CLL_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain cg-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster cg,cg,input_ENCSR741UCB_rep1
cg_ENCSR766CLL_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain cg-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster cg,cg,input_ENCSR741UCB_rep1
cg_ENCSR766CLL_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain cg-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster cg,cg,input_ENCSR741UCB_rep1
CG31224_ENCSR767ORY_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG31224-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG31224,CG31224,input_ENCSR597JVN_rep1
CG31224_ENCSR767ORY_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain CG31224-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG31224,CG31224,input_ENCSR597JVN_rep1
nerfin-2_ENCSR769GVA_rep1,embryonic 8-24 hours,embryo (8-24 hours) strain nerfin-2-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster nerfin-2,nerfin-2,input_ENCSR284UJF_rep1
nerfin-2_ENCSR769GVA_rep2,embryonic 8-24 hours,embryo (8-24 hours) strain nerfin-2-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster nerfin-2,nerfin-2,input_ENCSR284UJF_rep1
luna_ENCSR770AUN_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain luna-MiMIC-GFP MI05859 genetically modified (insertion) using site-specific recombination targeting D. melanogaster luna,luna,input_ENCSR118DLX_rep1
luna_ENCSR770AUN_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain luna-MiMIC-GFP MI05859 genetically modified (insertion) using site-specific recombination targeting D. melanogaster luna,luna,input_ENCSR118DLX_rep1
ems_ENCSR771CMI_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain 16T-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ems,ems,input_ENCSR680BUH_rep1
ems_ENCSR771CMI_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain 16T-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ems,ems,input_ENCSR680BUH_rep1
ems_ENCSR771CMI_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain 16T-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster ems,ems,input_ENCSR680BUH_rep1
H2.0_ENCSR772DDF_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain H2.0-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster H2.0,H2.0,input_ENCSR703FKX_rep1
H2.0_ENCSR772DDF_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain H2.0-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster H2.0,H2.0,input_ENCSR703FKX_rep1
Meics_ENCSR775WXN_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Meics-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Meics,Meics,input_ENCSR552ODH_rep1
Meics_ENCSR775WXN_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain Meics-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Meics,Meics,input_ENCSR552ODH_rep1
gcm_ENCSR776VNR_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain gcm-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster gcm,gcm,input_ENCSR136DEQ_rep1
gcm_ENCSR776VNR_rep3,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain gcm-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster gcm,gcm,input_ENCSR136DEQ_rep1
B-H1_ENCSR779XKY_rep1,embryonic 8-24 hours,embryo (8-24 hours) strain B-H1-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster B-H1,B-H1,input_ENCSR334WBE_rep1
B-H1_ENCSR779XKY_rep2,embryonic 8-24 hours,embryo (8-24 hours) strain B-H1-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster B-H1,B-H1,input_ENCSR334WBE_rep1
B-H1_ENCSR779XKY_rep3,embryonic 8-24 hours,embryo (8-24 hours) strain B-H1-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster B-H1,B-H1,input_ENCSR334WBE_rep1
CG43689_ENCSR781HCW_rep1,embryonic 8-24 hours,embryo (8-24 hours) strain CG43689-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG43689,CG43689,input_ENCSR874SUX_rep1
CG43689_ENCSR781HCW_rep2,embryonic 8-24 hours,embryo (8-24 hours) strain CG43689-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG43689,CG43689,input_ENCSR874SUX_rep1
cnc_ENCSR785GVH_rep1,NA,female adult strain yellow cinnabar brown speck,cnc,input_ENCSR560NYN_rep1
cnc_ENCSR785GVH_rep2,NA,female adult strain yellow cinnabar brown speck,cnc,input_ENCSR560NYN_rep1
fkh_ENCSR786ALB_rep1,prepupa 24 days,mixed sex prepupa (24 days) strain fkh-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster fkh,fkh,input_ENCSR153GHW_rep1
fkh_ENCSR786ALB_rep2,prepupa 24 days,mixed sex prepupa (24 days) strain fkh-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster fkh,fkh,input_ENCSR153GHW_rep1
fkh_ENCSR786ALB_rep3,prepupa 24 days,mixed sex prepupa (24 days) strain fkh-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster fkh,fkh,input_ENCSR153GHW_rep1
Spps_ENCSR788JUU_rep1,embryonic 0-12 hours,embryo (0-12 hours) strain Spps attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Spps,Spps,input_ENCSR978EBX_rep1
Spps_ENCSR788JUU_rep2,embryonic 0-12 hours,embryo (0-12 hours) strain Spps attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster Spps,Spps,input_ENCSR978EBX_rep1
CG13296_ENCSR789TLW_rep1,embryonic 6-18 hours,mixed sex embryo (6-18 hours) strain CG13296-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG13296,CG13296,input_ENCSR402PIT_rep1
CG13296_ENCSR789TLW_rep2,embryonic 6-18 hours,mixed sex embryo (6-18 hours) strain CG13296-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG13296,CG13296,input_ENCSR402PIT_rep1
CG13296_ENCSR789TLW_rep3,embryonic 6-18 hours,mixed sex embryo (6-18 hours) strain CG13296-GFP attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG13296,CG13296,input_ENCSR402PIT_rep1
CG8159_ENCSR790NPU_rep1,pupa 24 hours,mixed sex pupa (24 hours) attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8159,CG8159,input_ENCSR825QUN_rep1
CG8159_ENCSR790NPU_rep2,pupa 24 hours,mixed sex pupa (24 hours) attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8159,CG8159,input_ENCSR825QUN_rep1
CG8159_ENCSR790NPU_rep3,pupa 24 hours,mixed sex pupa (24 hours) attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG8159,CG8159,input_ENCSR825QUN_rep1
CG9817_ENCSR792RAL_rep1,embryonic 10-24 hours,embryo (10-24 hours) strain CG9817 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG43347,CG9817,input_ENCSR333QIL_rep1
CG9817_ENCSR792RAL_rep3,embryonic 10-24 hours,embryo (10-24 hours) strain CG9817 VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG43347,CG9817,input_ENCSR333QIL_rep1
tx_ENCSR793JPA_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain tx-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster tx,tx,input_ENCSR010UCR_rep1
tx_ENCSR793JPA_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain tx-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster tx,tx,input_ENCSR010UCR_rep1
HmgZ_ENCSR794HZG_rep1,embryonic 4-24 hours,mixed sex embryo (4-24 hours) strain HmgZ VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster HmgZ,HmgZ,input_ENCSR827FFL_rep1
HmgZ_ENCSR794HZG_rep3,embryonic 4-24 hours,mixed sex embryo (4-24 hours) strain HmgZ VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster HmgZ,HmgZ,input_ENCSR827FFL_rep1
B-H2_ENCSR795MVJ_rep1,embryonic 6-22 hours,mixed sex embryo (6-22 hours) strain B-H2-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster B-H2,B-H2,input_ENCSR051HCW_rep1
B-H2_ENCSR795MVJ_rep3,embryonic 6-22 hours,mixed sex embryo (6-22 hours) strain B-H2-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster B-H2,B-H2,input_ENCSR051HCW_rep1
CG11723_ENCSR796JXT_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain CG11723-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG11723,CG11723,input_ENCSR720HML_rep1
CG11723_ENCSR796JXT_rep3,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain CG11723-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG11723,CG11723,input_ENCSR720HML_rep1
CG17912_ENCSR796MDV_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain CG17912-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster BuGZ,CG17912,input_ENCSR962NZG_rep1
CG17912_ENCSR796MDV_rep2,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain CG17912-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster BuGZ,CG17912,input_ENCSR962NZG_rep1
CG32772_ENCSR797NFP_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG32772-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG32772,CG32772,input_ENCSR947RSM_rep1
CG32772_ENCSR797NFP_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain CG32772-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG32772,CG32772,input_ENCSR947RSM_rep1
E.spl.m7-HLH_ENCSR797YWF_rep1,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain HLHm7-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(spl)m7-HLH,E(spl)m7-HLH,input_ENCSR564PVU_rep1
E.spl.m7-HLH_ENCSR797YWF_rep2,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain HLHm7-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(spl)m7-HLH,E(spl)m7-HLH,input_ENCSR564PVU_rep1
E.spl.m7-HLH_ENCSR797YWF_rep3,embryonic 0-16 hours,mixed sex embryo (0-16 hours) strain HLHm7-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster E(spl)m7-HLH,E(spl)m7-HLH,input_ENCSR564PVU_rep1
zf30C_ENCSR798RBJ_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain zf30C-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster zf30C,zf30C,input_ENCSR684VZM_rep1
zf30C_ENCSR798RBJ_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain zf30C-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster zf30C,zf30C,input_ENCSR684VZM_rep1
zf30C_ENCSR798RBJ_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain zf30C-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster zf30C,zf30C,input_ENCSR684VZM_rep1
CG15514_ENCSR800TLY_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG15514-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG15514,CG15514,input_ENCSR594SSF_rep1
CG15514_ENCSR800TLY_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG15514-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG15514,CG15514,input_ENCSR594SSF_rep1
CG15514_ENCSR800TLY_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain CG15514-GFP attP-40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG15514,CG15514,input_ENCSR594SSF_rep1
D1_ENCSR800UAU_rep1,pupa 24 hours,pupa (24 hours) strain D1 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster D1,D1,input_ENCSR196IIL_rep1
D1_ENCSR800UAU_rep2,pupa 24 hours,pupa (24 hours) strain D1 attP40 genetically modified (insertion) using site-specific recombination targeting D. melanogaster D1,D1,input_ENCSR196IIL_rep1
lilli_ENCSR801AQB_rep1,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain lilli-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster lilli,lilli,input_ENCSR230GUY_rep1
lilli_ENCSR801AQB_rep2,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain lilli-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster lilli,lilli,input_ENCSR230GUY_rep1
lilli_ENCSR801AQB_rep3,embryonic 0-24 hours,mixed sex embryo (0-24 hours) strain lilli-GFP VK00033 genetically modified (insertion) using site-specific recombination targeting D. melanogaster lilli,lilli,input_ENCSR230GUY_rep1
Poxn_ENCSR804DDF_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain Poxn-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Poxn,Poxn,input_ENCSR186QCV_rep1
Poxn_ENCSR804DDF_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain Poxn-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Poxn,Poxn,input_ENCSR186QCV_rep1
CG5204_ENCSR804FUX_rep1,NA,male adult strain CG5204-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster kmg,CG5204,input_ENCSR075HOL_rep1
CG5204_ENCSR804FUX_rep2,NA,male adult strain CG5204-GFP VK00037 genetically modified (insertion) using site-specific recombination targeting D. melanogaster kmg,CG5204,input_ENCSR075HOL_rep1
ap_ENCSR806BBT_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain ap-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster ap,ap,input_ENCSR164ZUD_rep1
ap_ENCSR806BBT_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain ap-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster ap,ap,input_ENCSR164ZUD_rep1
CG7963_ENCSR809MZQ_rep1,embryonic 0-24 hours,embryo (0-24 hours) strain CG7963-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG7963,CG7963,input_ENCSR301XFQ_rep1
CG7963_ENCSR809MZQ_rep2,embryonic 0-24 hours,embryo (0-24 hours) strain CG7963-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG7963,CG7963,input_ENCSR301XFQ_rep1
CG7963_ENCSR809MZQ_rep3,embryonic 0-24 hours,embryo (0-24 hours) strain CG7963-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster CG7963,CG7963,input_ENCSR301XFQ_rep1
Bteb2_ENCSR810MQU_rep1,embryonic 4-20 hours,mixed sex embryo (4-20 hours) strain Bteb2-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Klf15,Bteb2,input_ENCSR142WLZ_rep1
Bteb2_ENCSR810MQU_rep3,embryonic 4-20 hours,mixed sex embryo (4-20 hours) strain Bteb2-GFP genetically modified (insertion) using site-specific recombination targeting D. melanogaster Klf15,Bteb2,input_ENCSR142WLZ_rep1
