run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_name	library_layout	library_selection	fastq_md5	fastq_ftp	submitted_ftp	sample_alias	sample_title
SRR384919	SAMN00760771	SRX109268	PRJNA63463	7227	Drosophila melanogaster	GSM838760: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=505	PAIRED	cDNA	d3d3cc021d60593f2d28be4a1da8f082;0ce8e6aeafb8743ede57f45573e9bf44	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384919/SRR384919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384919/SRR384919_2.fastq.gz		GSM838760	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=505
SRR384920	SAMN00760772	SRX109269	PRJNA63463	7227	Drosophila melanogaster	GSM838761: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=510	PAIRED	cDNA	3cb4b854e2faaa80a9a991db05ad97cc;3d8e82dd6ce8e4be5c8c8a23508cffb7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384920/SRR384920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384920/SRR384920_2.fastq.gz		GSM838761	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=510
SRR384921	SAMN00760773	SRX109270	PRJNA63463	7227	Drosophila melanogaster	GSM838762: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=512	PAIRED	cDNA	9dc5f1495fa58b69b6cb79565a58392e;54862882379cac95955baec8c2cabd7d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384921/SRR384921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384921/SRR384921_2.fastq.gz		GSM838762	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=512
SRR384924	SAMN00760776	SRX109273	PRJNA63463	7227	Drosophila melanogaster	GSM838765: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=523	PAIRED	cDNA	18d80598b7b48b1bbca071779e6a4a7e;0733bdd70fe880305727a9905a9d3c17	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384924/SRR384924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384924/SRR384924_2.fastq.gz		GSM838765	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=523
SRR384925	SAMN00760777	SRX109274	PRJNA63463	7227	Drosophila melanogaster	GSM838766: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=524	PAIRED	cDNA	8d4fad8d8935d583c8c00fd03f3b2605;814bc8f5aa8581c7bb09914de34a758c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384925/SRR384925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384925/SRR384925_2.fastq.gz		GSM838766	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=524
SRR384926	SAMN00760778	SRX109275	PRJNA63463	7227	Drosophila melanogaster	GSM838767: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=527	PAIRED	cDNA	1cd8bc1e610027a69bdde0fdf922aaf7;8d4c6974f980ece100f9a0cfdadfb1b9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384926/SRR384926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384926/SRR384926_2.fastq.gz		GSM838767	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=527
SRR384929	SAMN00760781	SRX109278	PRJNA63463	7227	Drosophila melanogaster	GSM838770: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=535	PAIRED	cDNA	f2281c78ee7487cb85937f77c8fa5e01;9309579e48c0dc618be09ed66031f00d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384929/SRR384929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384929/SRR384929_2.fastq.gz		GSM838770	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=535
SRR384930	SAMN00760782	SRX109279	PRJNA63463	7227	Drosophila melanogaster	GSM838771: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=536	PAIRED	cDNA	7337a0e9082d5883b134c9c05f7d28df;670264cb5834348dd319cd33fe71901e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384930/SRR384930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384930/SRR384930_2.fastq.gz		GSM838771	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=536
SRR384931	SAMN00760783	SRX109280	PRJNA63463	7227	Drosophila melanogaster	GSM838772: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=539	PAIRED	cDNA	12fe83dc70eee5df808b9ac50b28ea50;6d66a643b178c2cccc9006415a7898e8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384931/SRR384931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384931/SRR384931_2.fastq.gz		GSM838772	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=539
SRR384939	SAMN00760791	SRX109288	PRJNA63463	7227	Drosophila melanogaster	GSM838780: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=554	PAIRED	cDNA	2304e28c77fc499dd3024eac8ee80b42;c7cd16d6305a6d62b997ebdfad258f68	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384939/SRR384939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384939/SRR384939_2.fastq.gz		GSM838780	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=554
SRR384954	SAMN00760806	SRX109303	PRJNA63463	7227	Drosophila melanogaster	GSM838795: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=583	PAIRED	cDNA	89466adf9df95b5a31fe95427e3784df;1a8fb03fc17acc77c63fef4cfd7aecf9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384954/SRR384954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384954/SRR384954_2.fastq.gz		GSM838795	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=583
SRR384955	SAMN00760807	SRX109304	PRJNA63463	7227	Drosophila melanogaster	GSM838796: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=586	PAIRED	cDNA	ef9b152b00dc527c266ca241804fe4df;0bafe71c4e514af4efdaf80ec1092245	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384955/SRR384955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384955/SRR384955_2.fastq.gz		GSM838796	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=586
SRR384957	SAMN00760809	SRX109306	PRJNA63463	7227	Drosophila melanogaster	GSM838798: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=589	PAIRED	cDNA	164d25b2750511e45d47fa1b3e04591a;1c9724c318c253e557c5224bb0a8dbe3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384957/SRR384957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384957/SRR384957_2.fastq.gz		GSM838798	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=589
SRR384958	SAMN00760810	SRX109307	PRJNA63463	7227	Drosophila melanogaster	GSM838799: PolyA Spanning Reads from Drosophila melanogaster, RNA ID=502	PAIRED	cDNA	740683b30f61b7c66778882462750ba2;9981e709b83e47318c4800d69c2f1561	ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384958/SRR384958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR384/SRR384958/SRR384958_2.fastq.gz		GSM838799	PolyA Spanning Reads from Drosophila melanogaster, RNA ID=502
SRR423933	SAMN00793079	SRX124477	PRJNA63463	7227	Drosophila melanogaster	GSM881219: 4-7hr ORC ChIP-Seq ChIP Oregon-R strain Replicate 3	SINGLE	ChIP	dc08ea4a67223e446f1e7d0e879ce953	ftp.sra.ebi.ac.uk/vol1/fastq/SRR423/SRR423933/SRR423933.fastq.gz		GSM881219	4-7hr ORC ChIP-Seq ChIP Oregon-R strain Replicate 3
SRR423935	SAMN00793081	SRX124479	PRJNA63463	7227	Drosophila melanogaster	GSM881220: 4-7hr PolII ChIP-Seq Input Oregon-R strain	SINGLE	ChIP	2e9fdf484998d60900410f68e7598433	ftp.sra.ebi.ac.uk/vol1/fastq/SRR423/SRR423935/SRR423935.fastq.gz		GSM881220	4-7hr PolII ChIP-Seq Input Oregon-R strain
SRR423937	SAMN00793083	SRX124481	PRJNA63463	7227	Drosophila melanogaster	GSM881222: 4-7hr PolII ChIP-Seq ChIP Oregon-R strain Replicate 2	SINGLE	ChIP	904f56f8caf075cfe9cdcc37ac5d44fd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR423/SRR423937/SRR423937.fastq.gz		GSM881222	4-7hr PolII ChIP-Seq ChIP Oregon-R strain Replicate 2
SRR501552	SAMN00998745	SRX150047	PRJNA63463	7227	Drosophila melanogaster	GSM938098: 0-2hr Embryo PolII Chip-Seq extraction1_seq1 aliquote 1	SINGLE	ChIP	304b88a1bd3b24c3a17d5a39164e81fc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR501/SRR501552/SRR501552.fastq.gz		GSM938098	0-2hr Embryo PolII Chip-Seq extraction1_seq1 aliquote 1
SRR501554	SAMN00998746	SRX150048	PRJNA63463	7227	Drosophila melanogaster	GSM938099: 0-2hr Embryo ORC Input extraction1_seq1 aliquote 1	SINGLE	ChIP	037380e7e3240e34e806e9d04e29efb7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR501/SRR501554/SRR501554.fastq.gz		GSM938099	0-2hr Embryo ORC Input extraction1_seq1 aliquote 1
SRR504789	SAMN01041385	SRX151955	PRJNA63463	7227	Drosophila melanogaster	GSM945556: Cl8-ORC_ChIP-Seq_Input extraction1_seq1 aliquote 1	SINGLE	ChIP	2e3c7d34a2577bba3477f0b6f6512c99	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504789/SRR504789.fastq.gz		GSM945556	Cl8-ORC_ChIP-Seq_Input extraction1_seq1 aliquote 1
SRR504790	SAMN01041386	SRX151956	PRJNA63463	7227	Drosophila melanogaster	GSM945557: Cl8-ORC_ChIP-Seq_IP1 extraction1_seq1 aliquote 1	SINGLE	ChIP	1d5508cbc6291c005ce68e82acdb94b9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504790/SRR504790.fastq.gz		GSM945557	Cl8-ORC_ChIP-Seq_IP1 extraction1_seq1 aliquote 1
SRR504791	SAMN01041387	SRX151957	PRJNA63463	7227	Drosophila melanogaster	GSM945558: Cl8-ORC_ChIP-Seq_IP2 extraction2_seq1 aliquote 1	SINGLE	ChIP	22fd1db8c2910b438188ddc2391d2175	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504791/SRR504791.fastq.gz		GSM945558	Cl8-ORC_ChIP-Seq_IP2 extraction2_seq1 aliquote 1
SRR504792	SAMN01041388	SRX151958	PRJNA63463	7227	Drosophila melanogaster	GSM945559: Cl8-ORC_ChIP-Seq_IP3 extraction3_seq1 aliquote 1	SINGLE	ChIP	e336ce39ef2400a7174f1455dbee3bde	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504792/SRR504792.fastq.gz		GSM945559	Cl8-ORC_ChIP-Seq_IP3 extraction3_seq1 aliquote 1
SRR504794	SAMN01041390	SRX151960	PRJNA63463	7227	Drosophila melanogaster	GSM945561: Cl8-PolII_ChipSeq_Input extraction1_seq1 aliquote 1	SINGLE	ChIP	f6beca1ff5bae0782effa5ed92f982df	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504794/SRR504794.fastq.gz		GSM945561	Cl8-PolII_ChipSeq_Input extraction1_seq1 aliquote 1
SRR504796	SAMN01041392	SRX151962	PRJNA63463	7227	Drosophila melanogaster	GSM945563: Cl8-PolII_ChipSeq_IP2 extraction2_seq1 aliquote 1	SINGLE	ChIP	71a84d331dd6af910c086a43a02d6024	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504796/SRR504796.fastq.gz		GSM945563	Cl8-PolII_ChipSeq_IP2 extraction2_seq1 aliquote 1
SRR513578	SAMN01054418	SRX154744	PRJNA63463	7227	Drosophila melanogaster	GSM948522: Kc WT Early S-Phase Repliseq Rep2 extraction4_seq1 aliquote 1	SINGLE	other	accae815e56fed3aa7a23b30883c6051	ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513578/SRR513578.fastq.gz		GSM948522	Kc WT Early S-Phase Repliseq Rep2 extraction4_seq1 aliquote 1
SRR513579	SAMN01054419	SRX154745	PRJNA63463	7227	Drosophila melanogaster	GSM948523: Kc WT Mid S-Phase Repliseq Rep2 extraction5_seq1 aliquote 1	SINGLE	other	62de174f2eb3a98b5191911badb477fc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR513/SRR513579/SRR513579.fastq.gz		GSM948523	Kc WT Mid S-Phase Repliseq Rep2 extraction5_seq1 aliquote 1
SRR586004	SAMN01761659	SRX193626	PRJNA63463	7227	Drosophila melanogaster	GSM1015342: KC167 WT Early S-phase Replicate 1 extraction1_seq1 aliquote 1	SINGLE	ChIP	fc02bd0cff771a7c2809b8e15c93c5d8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/SRR586004/SRR586004.fastq.gz		GSM1015342	KC167 WT Early S-phase Replicate 1 extraction1_seq1 aliquote 1
SRR586006	SAMN01761661	SRX193628	PRJNA63463	7227	Drosophila melanogaster	GSM1015344: KC167 WT Mid-Late S-phase Replicate 1 extraction3_seq1 aliquote 1	SINGLE	ChIP	e83a9f0fbf3a51c9bb5c61c461433c7e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/SRR586006/SRR586006.fastq.gz		GSM1015344	KC167 WT Mid-Late S-phase Replicate 1 extraction3_seq1 aliquote 1
SRR586007	SAMN01761662	SRX193629	PRJNA63463	7227	Drosophila melanogaster	GSM1015345: KC167 WT Late S-phase Replicate 1 extraction4_seq1 aliquote 1	SINGLE	ChIP	8652384fdad838398bc0c615188726a2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/SRR586007/SRR586007.fastq.gz		GSM1015345	KC167 WT Late S-phase Replicate 1 extraction4_seq1 aliquote 1
SRR586010	SAMN01761665	SRX193632	PRJNA63463	7227	Drosophila melanogaster	GSM1015348: KC167 WT Mid-Late S-phase Replicate 2 extraction7_seq1 aliquote 1	SINGLE	ChIP	22046af46fb5697816b1a5f1c4b6525e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/SRR586010/SRR586010.fastq.gz		GSM1015348	KC167 WT Mid-Late S-phase Replicate 2 extraction7_seq1 aliquote 1
SRR586025	SAMN01761680	SRX193647	PRJNA63463	7227	Drosophila melanogaster	GSM1015351: S2-DRSC WT Mid-Early S-phase Replicate 1 extraction2_seq1 aliquote 1	SINGLE	other	39cd2a2b8c5748c233e4a744ffc212a8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/SRR586025/SRR586025.fastq.gz		GSM1015351	S2-DRSC WT Mid-Early S-phase Replicate 1 extraction2_seq1 aliquote 1
SRR586029	SAMN01761684	SRX193651	PRJNA63463	7227	Drosophila melanogaster	GSM1015355: S2-DRSC WT Mid-Early S-phase Replicate 2 extraction6_seq1 aliquote 1	SINGLE	other	9df2d74ab135702350c554b395368f5a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/SRR586029/SRR586029.fastq.gz		GSM1015355	S2-DRSC WT Mid-Early S-phase Replicate 2 extraction6_seq1 aliquote 1
SRR586035	SAMN01761690	SRX193657	PRJNA63463	7227	Drosophila melanogaster	GSM1015361: ML-DmBG3-c2 WT LateSphase Replicate 1 extraction4_seq1 aliquote 1	SINGLE	other	5354a8bc4230c131afea6881072747b1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/SRR586035/SRR586035.fastq.gz		GSM1015361	ML-DmBG3-c2 WT LateSphase Replicate 1 extraction4_seq1 aliquote 1
SRR586036	SAMN01761691	SRX193658	PRJNA63463	7227	Drosophila melanogaster	GSM1015362: ML-DmBG3-c2 WT Early S-phase Replicate 2 extraction5_seq1 aliquote 1	SINGLE	other	a993afff87ef7ace3d03a3abbaa8848b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR586/SRR586036/SRR586036.fastq.gz		GSM1015362	ML-DmBG3-c2 WT Early S-phase Replicate 2 extraction5_seq1 aliquote 1
SRR612106	SAMN01761658	SRX193625	PRJNA63463	7227	Drosophila melanogaster	GSM1015341: Cl8 PE CNV Replicate 2 extraction2_seq1 aliquote 1	PAIRED	RANDOM	81e0ac45864851a65810b93e4259a20f;a84836801d13761d91d3769260d5feff	ftp.sra.ebi.ac.uk/vol1/fastq/SRR612/SRR612106/SRR612106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR612/SRR612106/SRR612106_2.fastq.gz		GSM1015341	Cl8 PE CNV Replicate 2 extraction2_seq1 aliquote 1
SRR612107	SAMN01761203	SRX193620	PRJNA63463	7227	Drosophila melanogaster	GSM1015336: KC167 PE CNV Replicate 1 extraction1_seq1 aliquote 1	PAIRED	RANDOM	95dca67587bab75b4b156c1185973107;cc588b501a152563222e051c56b6f427	ftp.sra.ebi.ac.uk/vol1/fastq/SRR612/SRR612107/SRR612107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR612/SRR612107/SRR612107_2.fastq.gz		GSM1015336	KC167 PE CNV Replicate 1 extraction1_seq1 aliquote 1
SRR030269	SAMN00005152	SRX013003	PRJNA63463	7227	Drosophila melanogaster	E0-4_H3K4Me3_ChIPSeq_1	SINGLE	ChIP	6c896a632fd66e9c44f7c283e04f2496	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030269/SRR030269.fastq.gz		GSM400656	E0-4_H3K4Me3_ChIPSeq_1
SRR030272	SAMN00005155	SRX013006	PRJNA63463	7227	Drosophila melanogaster	E16-20_INPUT	SINGLE	ChIP	1ba0dbeaeccd69f984c0132968dce84b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030272/SRR030272.fastq.gz		GSM400659	E16-20_INPUT
SRR030280	SAMN00005163	SRX013014	PRJNA63463	7227	Drosophila melanogaster	AdultMale_INPUT	SINGLE	ChIP	001ec3d07619c2d5209175ccf05b48a5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030280/SRR030280.fastq.gz		GSM400667	AdultMale_INPUT
SRR030281	SAMN00005164	SRX013015	PRJNA63463	7227	Drosophila melanogaster	L2_H3K4Me3_ChIPSeq_1	SINGLE	ChIP	8b0047b781bb31cec773288deb3ae7a1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030281/SRR030281.fastq.gz		GSM400668	L2_H3K4Me3_ChIPSeq_1
SRR030282	SAMN00005165	SRX013016	PRJNA63463	7227	Drosophila melanogaster	L2_INPUT	SINGLE	ChIP	7930f3ccbf68e227239358cfde08cb8f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030282/SRR030282.fastq.gz		GSM400669	L2_INPUT
SRR030283	SAMN00005166	SRX013017	PRJNA63463	7227	Drosophila melanogaster	AdultFemale_H3K4Me3_ChIPSeq_1	SINGLE	ChIP	1e17bfecfae8702c0972e8538fced113	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030283/SRR030283.fastq.gz		GSM400670	AdultFemale_H3K4Me3_ChIPSeq_1
SRR030284	SAMN00005167	SRX013018	PRJNA63463	7227	Drosophila melanogaster	AdultFemale_INPUT	SINGLE	ChIP	d8eca2c137aad29d226c903908dac50e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030284/SRR030284.fastq.gz		GSM400671	AdultFemale_INPUT
SRR030287	SAMN00005170	SRX013021	PRJNA63463	7227	Drosophila melanogaster	E4-8_H3K4Me3_ChIPSeq_1	SINGLE	ChIP	442c90eb39f998def83bf5553138738a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030287/SRR030287.fastq.gz		GSM400674	E4-8_H3K4Me3_ChIPSeq_1
SRR030292	SAMN00005175	SRX013026	PRJNA63463	7227	Drosophila melanogaster	E4-8_H3K27Ac_ChIPSeq_1	SINGLE	ChIP	e8092a449e49c43f6c6b7f217d2ca420	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030292/SRR030292.fastq.gz		GSM401404	E4-8_H3K27Ac_ChIPSeq_1
SRR030294	SAMN00005177	SRX013028	PRJNA63463	7227	Drosophila melanogaster	E4-8_H3K4Me1_ChIPSeq_1	SINGLE	ChIP	fd3eef516636c43fd96789ff079a593a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030294/SRR030294.fastq.gz		GSM401406	E4-8_H3K4Me1_ChIPSeq_1
SRR030300	SAMN00005183	SRX013034	PRJNA63463	7227	Drosophila melanogaster	AdultFemale_H3K27Ac_ChIPSeq_1	SINGLE	ChIP	b48072ac120840a03d49aaa47b5d38b2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030300/SRR030300.fastq.gz		GSM401412	AdultFemale_H3K27Ac_ChIPSeq_1
SRR030302	SAMN00005185	SRX013036	PRJNA63463	7227	Drosophila melanogaster	Pupae_H3K9Ac_ChIPSeq_1	SINGLE	ChIP	e396094444ea559a457431b1087cb28d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030302/SRR030302.fastq.gz		GSM401414	Pupae_H3K9Ac_ChIPSeq_1
SRR030311	SAMN00005194	SRX013045	PRJNA63463	7227	Drosophila melanogaster	E20-24_H3K27Ac_ChIPSeq_1	SINGLE	ChIP	51dff44fe06a62ab17d45f56683a85eb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030311/SRR030311.fastq.gz		GSM401423	E20-24_H3K27Ac_ChIPSeq_1
SRR030312	SAMN00005195	SRX013046	PRJNA63463	7227	Drosophila melanogaster	E20-24_H3K9Ac_ChIPSeq_1	SINGLE	ChIP	32776115b8fbdf1488e53cc05131e6a2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030312/SRR030312.fastq.gz		GSM401424	E20-24_H3K9Ac_ChIPSeq_1
SRR030316	SAMN00005199	SRX013050	PRJNA63463	7227	Drosophila melanogaster	AdultMale_INPUT_CBP	SINGLE	ChIP	3cfa0bf06d790e463d760a80969be0d9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030316/SRR030316.fastq.gz		GSM408985	AdultMale_INPUT_CBP
SRR030325	SAMN00005208	SRX013059	PRJNA63463	7227	Drosophila melanogaster	Pupae_CBP_ChIPSeq_1	SINGLE	ChIP	7c6a4d7050f7787d70eb9a192c75de8c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030325/SRR030325.fastq.gz		GSM408994	Pupae_CBP_ChIPSeq_1
SRR030329	SAMN00005212	SRX013063	PRJNA63463	7227	Drosophila melanogaster	E12-16_H3K4Me3_ChIPSeq_1	SINGLE	ChIP	7608e0f1c642cf3ed9fe9fb0a58b9883	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030329/SRR030329.fastq.gz		GSM432580	E12-16_H3K4Me3_ChIPSeq_1
SRR030330	SAMN00005213	SRX013064	PRJNA63463	7227	Drosophila melanogaster	L1_H3K27Ac_ChIPSeq_1	SINGLE	ChIP	eb44c464d5ceb08cdb9318e0dfd201d4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030330/SRR030330.fastq.gz		GSM432581	L1_H3K27Ac_ChIPSeq_1
SRR030331	SAMN00005214	SRX013065	PRJNA63463	7227	Drosophila melanogaster	E12-16_H3K27Ac_ChIPSeq_1	SINGLE	ChIP	51e195ce015043e5bd5af3e26b0f82b5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030331/SRR030331.fastq.gz		GSM432582	E12-16_H3K27Ac_ChIPSeq_1
SRR030337	SAMN00005220	SRX013071	PRJNA63463	7227	Drosophila melanogaster	L1_H3K4Me1_ChIPSeq_1	SINGLE	ChIP	aa4def163e7376080e382ba71c2e7055	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030337/SRR030337.fastq.gz		GSM432588	L1_H3K4Me1_ChIPSeq_1
SRR030274	SAMN00005157	SRX013008	PRJNA63463	7227	Drosophila melanogaster	L3_INPUT	SINGLE	ChIP	fa79d7a79b417e6ae680ffdbd4e15aae	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030274/SRR030274.fastq.gz		GSM400661	L3_INPUT
SRR030338	SAMN00005221	SRX013072	PRJNA63463	7227	Drosophila melanogaster	L1_PolII_ChIPSeq_1	SINGLE	ChIP	c4d2fc0c6e6088fa0f35cd76fc61a024	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030338/SRR030338.fastq.gz		GSM432589	L1_PolII_ChIPSeq_1
SRR030341	SAMN00005224	SRX013075	PRJNA63463	7227	Drosophila melanogaster	E8-12_H3K9Ac_ChIPSeq_1	SINGLE	ChIP	0665834267e279a8eb1401b95d047ad8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030341/SRR030341.fastq.gz		GSM432592	E8-12_H3K9Ac_ChIPSeq_1
SRR030276	SAMN00005159	SRX013010	PRJNA63463	7227	Drosophila melanogaster	L1_INPUT	SINGLE	ChIP	4ee31f456e5da0318e829ebeb0827fbe	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030276/SRR030276.fastq.gz		GSM400663	L1_INPUT
SRR030279	SAMN00005162	SRX013013	PRJNA63463	7227	Drosophila melanogaster	AdultMale_H3K4Me3_ChIPSeq_1	SINGLE	ChIP	75822cc6b306398e1d71bfb28cc3be6f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030279/SRR030279.fastq.gz		GSM400666	AdultMale_H3K4Me3_ChIPSeq_1
SRR030285	SAMN00005168	SRX013019	PRJNA63463	7227	Drosophila melanogaster	E20-24_H3K4Me3_ChIPSeq_1	SINGLE	ChIP	a8e05b0be796ee4907dfe45d48c69b8c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030285/SRR030285.fastq.gz		GSM400672	E20-24_H3K4Me3_ChIPSeq_1
SRR030343	SAMN00005226	SRX013077	PRJNA63463	7227	Drosophila melanogaster	E8-12_PolII_ChIPSeq_1	SINGLE	ChIP	4fd3f7c727d21c3426aebb88046435a7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030343/SRR030343.fastq.gz		GSM432594	E8-12_PolII_ChIPSeq_1
SRR030344	SAMN00005227	SRX013078	PRJNA63463	7227	Drosophila melanogaster	E12-16_INPUT	SINGLE	ChIP	3321af06f42982b9be13ef66d951de57	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030344/SRR030344.fastq.gz		GSM432634	E12-16_INPUT
SRR030346	SAMN00005229	SRX013080	PRJNA63463	7227	Drosophila melanogaster	E8-12_INPUT	SINGLE	ChIP	4b50bc27304e1a4e252f41d73e9072da	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030346/SRR030346.fastq.gz		GSM432636	E8-12_INPUT
SRR030347	SAMN00005230	SRX013081	PRJNA63463	7227	Drosophila melanogaster	L1_INPUT_PolII	SINGLE	ChIP	6f59793e5a2ef22b78c029815dad1e69	ftp.sra.ebi.ac.uk/vol1/fastq/SRR030/SRR030347/SRR030347.fastq.gz		GSM432637	L1_INPUT_PolII
